name	partnerprotein	partnerprotein_textbox	target_order	target_species	activity	taxonid	lc50	units	percentage_mortality	publication	other_citations	life_stage	instar	assay_material	assay_method	comment
Tpp78Ba1	No	No	Coleoptera	Colaphellus bowringi	No	561076	"NA	 not toxic"	NA not toxic		10.1021/acs.jafc.9b07429		Larvae	1st Instar	Purified protein	Surface contamination	
Tpp78Ba1	No	No	Hemiptera	Laodelphax striatellus	Yes	195883	9.723	µg/ml		10.1021/acs.jafc.9b07429		Nymph	3rd Instar	Purified protein	Membrane feeding	
Tpp78Ba1	No	No	Hemiptera	Rhopalosiphum maidis	No	43146	"NA	 not toxic"	NA not toxic		10.1021/acs.jafc.9b07429		Nymph	3rd Instar	Purified protein	Membrane feeding	
Tpp78Ba1	No	No	Lepidoptera	Plutella xylostella	No	51655	"NA	 not toxic"	NA not toxic		10.1021/acs.jafc.9b07429		Larvae	2nd Instar	Purified protein	Surface contamination	
Tpp78Ba1	No	No	Hemiptera	Laodelphax striatellus	Yes	195883	9.723	µg/ml		10.1021/acs.jafc.9b07429		Nymph	3rd Instar	Purified protein	Membrane feeding	
Tpp78Ba1	No	No	Hymenoptera	Apis mellifera	No	7460	"NA	 not toxic"	NA not toxic		10.1093/jee/toaa261		Larvae	Not specified	Purified protein	Diet incorporation	
Tpp78Ba1	No	No	Hymenoptera	Apis mellifera	No	7460	"NA	 not toxic"	NA not toxic		10.1093/jee/toaa261		Adult	Not applicable	Purified protein	Diet incorporation	adult workers assayed; syrup and pollen paste diet incorporation
Tpp80Aa1	No	No	Diptera	Culex pipiens pallens	Yes	42434	71.9	µg/ml		10.1016/j.jip.2020.107386		Larvae	3rd Instar	Purified protein	Not specified	
Txp1Ba1	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	329	ng/g		10.1002/ps.5732		larvae	4th Instar	Purified protein	Diet incorporation	
Txp1Ba1	No	No	Lepidoptera	Galleria mellonella	Yes	7137	187.7	ng/g		10.1002/ps.5732		larvae	2nd Instar	Purified protein	Diet incorporation	
Txp1Ba1	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	343.1	ng/g		10.1002/ps.5732		larvae	1st Instar	Purified protein	Diet incorporation	
Txp1Ba1	No	No	Lepidoptera	Spodoptera litura	Yes	69820	522	ng/g		10.1002/ps.5732		larvae	3rd Instar	Purified protein	Diet incorporation	
U-MYRTX-MANr1	No	No	Hemiptera	Acyrthosiphon pisum	Yes	7029			100% at 1 µg/ul	10.3390/toxins11100562						Decapeptide from M. rubida venom.
V3AC9C	No	No	Lepidoptera	Plutella xylostella	Yes	51655	322	ng/ml		10.1007/s00253-012-4213-y		Larvae	3rd instar	Cell lysate	leaf dip	
Vip1Aa1	No	No	Blattodea	Periplaneta americana	Yes	6978	0.159	mg/ml	 	10.1515/biol-2020-0014		Adult	13th instar	Purified protein	Addition to water	"LC50 at 72h 0.159mg/ml (at 12h	 0.703; at 24h 0.182 mg/ml)"
Vip3	No	No	Hemiptera	Bemisia tabaci	Yes	7038	389 (335-452)	µg/ml		10.1016/j.sjbs.2019.12.013		Adult			Membrane feeding	
Vip3(459)	No	No	Lepidoptera	Ectomyelois ceratoniae	Yes	1032508	28	ng/cm2		10.1016/j.actatropica.2018.02.006		larvae	1st Instar		Surface contamination	
Vip3A	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	333	ng/cm2		10.1128/AEM.00579-19		Larvae	1st Instar	Purified protein	Surface contamination	sample size unclear per conc.
Vip3A	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	1.65	µg/g		10.1002/ps.4644		Larvae	1st Instar	Purified protein	Diet incorporation	
Vip3A	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057			10% at 70 µg/cm2	10.1073/pnas.93.11.5389		larvae	1st Instar		Diet incorporation	
Vip3A-S184	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	160	µg/ml		10.1128/MMBR.00060-15	"Sattar	 S.	 Biswas	 P. K.	 Hossain	 M. A.	 Maiti	 M. K.	 Sen	 S. K.	 & Basu	 A. (2008). Search for vegetative insecticidal proteins (VIPs) from local isolates of Bacillus thuringiensis effective against lepidopteran and homopteran insect pests. J. Biopestic	 1(2)	 216-222."	larvae	1st Instar		Diet incorporation	
Vip3Aa	No	No	Lepidoptera	Scirpophaga incertulas 	Yes	72366	60.2	ng/cm2	 	10.1007/s13562-012-0148-8		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	55.9	ng/cm2		10.1128/AEM.69.8.4648-4657.2003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Ostrinia nubilalis	No	29057	"NA	 not toxic"	NA not toxic		10.1128/AEM.69.8.4648-4657.2003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Manduca sexta	Yes	7130	176.3	ng/cm2		10.1128/AEM.69.8.4648-4657.2003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	112.5	ng/cm2		10.1128/AEM.69.8.4648-4657.2003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Danaus plexippus	No	13037	"NA	 not toxic"	NA not toxic		10.1128/AEM.69.8.4648-4657.2003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	620	ng/cm2		10.1016/j.jip.2013.02.001		Larvae	1st Instar	Culture medium	Surface contamination	Protoxin
Vip3Aa	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	14	ng/cm2	 	10.1016/j.jip.2013.02.001		Larvae	1st Instar	Culture medium	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	17.1	ng/cm2	 	10.1128/AEM.69.8.4648-4657.2003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Diatraea saccharalis	Yes	40085	130	ng/cm2		10.1371/journal.pone.0107196		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Aa	No	No	Lepidoptera	Heliothis virescens	Yes	7102	1650	ng/cm2		10.1371/journal.pone.0107196		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	440	ng/cm2		10.1371/journal.pone.0107196		Larvae	1st instar	Cell lysate	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	0.05	µg/cm2		10.1002/ps.4805		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	less than 200	ng/cm2	 	10.1128/aem.63.2.532-536.1997		Larvae	2nd Instar	Purified protein	Diet incorporation	Instar: 2nd-3rd
Vip3Aa	No	No	Lepidoptera	Cydia pomonella	Yes	82600	10	ng/cm2		10.1002/ps.6157		larvae	1st instar	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	88	ng/cm2		10.1002/ps.6157		larvae	2-3 day old	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Ostrinia nubilalis	No	29057	"NA	 not toxic"	NA not toxic		10.1128/aem.63.2.532-536.1997		Larvae	2nd Instar	Purified protein	Diet incorporation	Instar: 2nd-3rd
Vip3Aa	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	less than 200	ng/cm2	 	10.1128/aem.63.2.532-536.1997		Larvae	2nd Instar	Purified protein	Diet incorporation	Instar: 2nd-3rd
Vip3Aa	No	No	Lepidoptera	Grapholita molesta	Yes	192188	1.8	ng/cm2		10.1016/j.jip.2016.09.006		Larvae	1st Instar	Cell lysate	surface contamination	
Vip3Aa	No	No	Lepidoptera	Ostrinia furnacalis	Yes	93504			 	10.1016/j.jip.2018.05.004		Larvae	1st Instar	Purified protein	Surface contamination	No lc50 specified
Vip3Aa	No	No	Lepidoptera	Plodia interpunctella	Yes	58824	15.9	µg/cm2	 	10.1016/j.jip.2018.05.004		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Trichoplusia ni 	Yes	7111	0.95	µg/cm2	 	10.1016/j.jip.2018.05.004		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Helicoverpa punctigera	Yes	27545	22	ng/cm2	 	10.1016/S0022-2011(02)00035-6		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	155	ng/cm2	 	10.1016/S0022-2011(02)00035-6		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	0.24	µg/cm2		10.1007/s12010-019-02952-z		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	63.4	ng/cm2		10.1007/s13562-012-0148-8		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	89	ng/cm2	 	10.1007/s13562-012-0148-8		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109	35.8	ng/cm2	 	10.1007/s13562-012-0148-8		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa	No	No	Diptera	Aedes aegypti	Yes	7159	5195.34	µg/ml	 	10.1016/j.jip.2020.107342		Larvae	2nd Instar	Purified protein	Diet incorporation	
Vip3Aa	No	No	Lepidoptera	Anticarsia gemmatalis	Yes	129554	5400	ng/cm2		10.1590/S0100-204X2014000200001¬†		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Aa	No	No	Lepidoptera	Chrysodeixis includens	Yes	689277	35500	ng/cm2		10.1590/S0100-204X2014000200001¬†		Larvae	1st instar	Cell lysate	surface contamination	
Vip3Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	0.033	µg/cm2		10.3390/toxins12060375		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa	No	No	Lepidoptera	Ostrinia furnacalis	No	93504	greater than 150000	ng/g		10.1074/jbc.RA118.003490		Larvae	1st instar	Purified protein	diet incorporation	
Vip3Aa	No	No	Lepidoptera	Chilo suppressalis	Yes	168631	37410	ng/g		10.1074/jbc.RA118.003490		Larvae	1st instar	Purified protein	diet incorporation	
Vip3Aa	No	No	Lepidoptera	Elasmopalpus lignosellus	Yes	1511197	49.9	ng/cm2		10.7717/peerj.2866		Larvae	1st instar	Purified crystals	surface contamination	
Vip3Aa	No	No	Lepidoptera	Diatraea flavipennella	Yes	1813784	495	ng/cm2		10.7717/peerj.2866		Larvae	1st instar	Purified crystals	surface contamination	
Vip3Aa1	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	less than 28	ng/cm2	 	10.1073/pnas.93.11 .5389		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa1	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	less than 28	ng/cm2	 	10.1073/pnas.93.11 .5389		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	49.3	ng/cm2		10.1128/AEM.02342-08		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	620	ng/cm2	 	10.1016/j .jip.2013.02.001		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	6.9	ng/cm2	 	10.1128/AEM .02079-06		Larvae	1st Instar 	Cell lysate	Surface contamination	
Vip3Aa1	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	27.7	ng/cm2	 	10.1128/AEM .02079-06		Larvae	1st Instar 	Cell lysate	Surface contamination	
Vip3Aa1	No	No	Lepidoptera	Bombyx mori	Yes	7091	1986	ng/cm2	 	10.1128/AEM .02079-06		Larvae	1st Instar 	Cell lysate	Surface contamination	
Vip3Aa1	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	14	ng/cm2	 	10.1016/j .jip.2013.02.001		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa1	No	No	Blattodea	Blattella germanica	Yes	6973	0.276	mg/ml	 	10.1515/biol-2020-0014		Adult		Purified protein	Addition to water	
Vip3Aa1	No	No	Blattodea	Blattella germanica	Yes	6973	0.118	mg/ml	 	10.1515/biol-2020-0014		Adult	7th instar	Purified protein	Addition to water	"LC50 at 72h 0.118 mg/ml (at 12h	 0.546; at 24h 0.276mg/ml)"
Vip3Aa1	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	1660	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa1	No	No	Blattodea	Periplaneta americana 	Yes	6978	0.182	mg/ml	 	10.1515/biol-2020-0014		Adult		Purified protein	Addition to water	
Vip3Aa1	No	No	Lepidoptera	Lobesia botrana	Yes	209534	1.3	µg/ml	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa1	No	No	Lepidoptera	Mamestra brassicae	Yes	78219	14.4	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa1	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	less than 70	ng/cm2	 	10.1073/pnas.93.11 .5389		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa1	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	greater than 420	ng/cm2	 	10.1073/pnas.93.11 .5389		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa1	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	420	ng/cm2	 	10.1073/pnas.93.11 .5389		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa1	No	No	Lepidoptera	Heliothis virescens	Yes	7102	less than 420	ng/cm2	 	10.1073/pnas.93.11 .5389		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa1	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109	4	ng/cm2	 	10.1016/j.jip.2014.01.006		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa10	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	325.2	ng/cm2	 	10.1016/s1046-5928(02)00515-6		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa10	No	No	Lepidoptera	Plutella xylostella	Yes	51655	220.7	ng/cm2	 	10.1016/s1046-5928(02)00515-6		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa10	No	No	Lepidoptera	Ephestia kuehniella	Yes	40079			0.854	10.1016/j.toxicon.2017.02.018		Larvae	Not specified	Culture medium	Diet incorporation	Supernatant
Vip3Aa10	No	No	Lepidoptera	Agrotis segetum	Yes	47767	30	ng/cm2	 	10.1016/j.toxicon.2017.02.018		Larvae	Not specified	Purified protein	Diet incorporation	
Vip3Aa10	No	No	Diptera	Culex quinquefasciatus	No	7176	"NA	 not toxic"	NA not toxic		10.1016/s1046-5928(02)00515-6		Larvae	1st Instar 	Purified protein	Addition to water	
Vip3Aa10	No	No	Lepidoptera	Spodoptera litura 	Yes	69820	45.4	ng/cm2	 	10.1016/s1046-5928(02)00515-6		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa10	No	No	Lepidoptera	Agrotis segetum	Yes	47767	 	 	0.7916	10.1016/j.toxicon.2017.02.018		Larvae	Not specified	Culture medium	Diet incorporation	Supernatant
Vip3Aa10	No	No	Lepidoptera	Bombyx mori	No	7091	"NA	 not toxic"	NA not toxic		10.1016/s1046-5928(02)00515-6		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa10	No	No	Lepidoptera	Spodoptera littura	Yes	69820	2609	ng/cm2	 	10.4014/jmb.1604.04090		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa10	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	80.7	ng/cm2	 	10.1016/s1046-5928(02)00515-6		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa10	No	No	Lepidoptera	Spodoptera littoralis 	Yes	7109	288	ng/cm2	 	10.1016/j.toxicon.2017.02.018		Larvae	Not specified	Purified protein	Diet incorporation	
Vip3Aa10	No	No	Lepidoptera	Spodoptera littoralis 	Yes	7109			0.825	10.1016/j.toxicon.2017.02.018		Larvae	Not specified	Culture medium	Diet incorporation	Supernatant
Vip3Aa10	No	No	Lepidoptera	Ephestia kuehniella	Yes	40079	23	ng/cm2	 	10.1016/j.toxicon.2017.02.018		Larvae	Not specified	Purified protein	Diet incorporation	
Vip3Aa11	No	No	Lepidoptera	Chilo suppresallis	Yes	168631	37.41	µg/g		10.1074/jbc.RA118.003490		Larvae	3rd Instar	Purified protein	Diet incorporation	
Vip3Aa11	No	No	Lepidoptera	Plutella xylostella	Yes	51655	4.2	µg/ml		10.1016/j.femsle.2005.04.032		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa11	No	No	Lepidoptera	Ostrinia furnicalis	Yes	93504	720	µg/ml		10.1016/j.femsle.2005.04.032		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa11	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	25.7	ng/mg		10.1016/j.femsle.2005.04.032		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa11	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	40236	µg/ml	 	10.1007/s00284-017-1233-y		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa11	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	1.3	ng/mg		10.1016/j.femsle.2005.04.032		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa13	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	160	µg/ml		10.1046/j.1365-2672.2003.01977.x		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa13	No	No	Lepidoptera	Spodoptera litura†	Yes	69820	270	µg/ml		10.1046/j.1365-2672.2003.01977.x		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa13	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	740	µg/ml		10.1046/j.1365-2672.2003.01977.x		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa14	No	No	Lepidoptera	Pieris brassicae	No	7116	"NA	 not toxic"	NA not toxic		10.1016/j.femsle.2005.01.011		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa14	No	No	Lepidoptera	Plutella xylostella	No	51655	"NA	 not toxic"	NA not toxic		10.1016/j.femsle.2005.01.011		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa14	No	No	Lepidoptera	Plutella xylostella	Yes	51655	120	ng/cm2		10.1016/j.femsle.2005.01.011		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa14	No	No	Lepidoptera	Spodoptera litura†	Yes	69820	12	ng/cm2		10.1016/j.femsle.2005.01.011		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa14	No	No	Lepidoptera	Spodoptera litura†	Yes	69820	0.1	ng/cm2		10.1016/j.femsle.2005.01.011		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa14	No	No	Lepidoptera	Earias vitella	Yes	1372994	794	ng/cm2		10.1016/j.femsle.2005.01.011		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa14	No	No	Lepidoptera	Helicoverpa armigera	No	29058	"NA	 not toxic"	NA not toxic		10.1016/j.femsle.2005.01.011		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa14	No	No	Lepidoptera	Spodoptera exigua	No	7107	"NA	 not toxic"	NA not toxic		10.1016/j.femsle.2005.01.011		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa16	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	340	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Cell lysate	Surface contamination	Neonate. Scoring time (7days)
Vip3Aa16	No	No	Lepidoptera	Ectomyelois ceratoniae	Yes	1032508	40	ng/cm2		10.1016/j.jip.2015.03.013		Larvae	1st Instar 	Purified protein	Diet incorporation	"Although the LC50 is given in nanograms per square centimeter	 the bioassay was performed by using diet incorporation."
Vip3Aa16	No	No	Lepidoptera	Spodoptera littoralis 	Yes	7109			0.75	10.1093/jee/tox328		Larvae	2nd Instar	Culture medium	Surface contamination	Supernatant.
Vip3Aa16	No	No	Lepidoptera	Spodoptera littoralis 	Yes	7109	282.4	ng/cm2	 	10.1093/jee/tox328		Larvae	2nd Instar	Not specified	Surface contamination	
Vip3Aa16	No	No	Lepidoptera	Agrotis segetum	Yes	47767	86	ng/cm2		10.1016/j.jip.2013.07.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa16	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	14	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Other (add to comments)	Surface contamination	Neonate. Scoring time (10days). Chromatographic peak 1.
Vip3Aa16	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	77	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Other (add to comments)	Surface contamination	Neonate. Scoring time (7days). Chromatographic peak 1
Vip3Aa16	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	33	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Other (add to comments)	Surface contamination	Neonate. Scoring time (10days). Ammonium sulfate purified.
Vip3Aa16	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	170	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Other (add to comments)	Surface contamination	Neonate. Scoring time (7days). Ammonium sulfate purified.
Vip3Aa16	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	24	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Cell lysate	Surface contamination	Neonate. Scoring time (10days)
Vip3Aa16	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	24	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Cell lysate	Surface contamination	Neonate. Scoring time (10days)-Trypsin activated
Vip3Aa16	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	35	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Cell lysate	Surface contamination	Neonate. Scoring time (7days)-Trypsin activated
Vip3Aa16	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	290	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Cell lysate	Surface contamination	Neonate. Scoring time (10days)
Vip3Aa16	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	2600	ng/cm2		10.1016/j.jip.2012.03.021		Larvae	1st Instar 	Cell lysate	Surface contamination	Neonate. Scoring time (7days)
Vip3Aa16	No	No	Lepidoptera	Ephestia kuehniella? 	Yes	40079	36	ng/cm2		10.1016/j.jip.2011.05.014		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa16	No	No	Lepidoptera	Spodoptera Littoralis	Yes	7109	305	ng/cm2		10.1016/j.jip.2010.10.002		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa16	No	No	Lepidoptera	Grapholita molesta	Yes	192188	45	ng/cm2	 	10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa16	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	1330	ng/cm2	 	10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa16	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	79	ng/cm2	 	10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa16	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	168	ng/cm2		10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa16	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109	19	ng/cm2	 	10.1371/journal.pone.0206813		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa16	No	No	Lepidoptera	Prays oleae	No	627135	"NA	 not toxic"	NA not toxic		10.1007/s12033-009-9178-4		Larvae	3rd Instar	Purified protein	Leaf-dip	no information on the LC50
Vip3Aa16	No	No	Lepidoptera	Tuta absoluta 	Yes	702717	335	ng/cm2		10.1007/s12010-014-1393-1		Larvae	3rd Instar	Purified protein	Leaf-dip	
Vip3Aa19	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	24.1	ng/mg		10.1111/j.1472-765X.2007.02217.x		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa19	No	No	Lepidoptera	Mythimna separata	Yes	271217	1600	ng/g		10.3390/toxins10110454		Larvae	1st instar		diet incorporation	
Vip3Aa19	No	No	Lepidoptera	Conogethes punctiferalis	Yes	1133088	178.12	ng/cm2	 	10.1016/j.jip.2020.107507 		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa19	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	500	ng/cm2		10.1016/j.jip.2015.10.003		Larvae	1st Instar 	Purified protein	Surface contamination	
Vip3Aa19	No	No	Lepidoptera	Ostrinia furnicalis	Yes	93504	greater than 100	µg/ml		10.1111/j.1472-765X.2007.02217.x		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa19	No	No	Lepidoptera	Plutella xylostella	Yes	51655	59.8	µg/ml		10.1111/j.1472-765X.2007.02217.x		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa19	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	1.4	ng/mg		10.1111/j.1472-765X.2007.02217.x		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa19	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364	0.43	µg/g	 	10.3390/insects11040208 		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa19	No	No	Lepidoptera	Plutella xylostella	Yes	51655	2236	µg/ml		10.1007/s10646-015-1517-6		Larvae	1st Instar 	Purified protein	Leaf-dip	
Vip3Aa19	No	No	Lepidoptera	Heliothis virescens	Yes	7102	1.35	µg/ml		10.1007/s10646-015-1517-6		Larvae	1st Instar 	Purified protein	Diet incorporation	
Vip3Aa20	No	No	Lepidoptera	Ostrinia nubilalis	No	29057			0% at 100ng/ml 	10.1093/jisesa/iex003		Larvae	1st instar	Purified protein	diet incorporation	No mortality observed after 5 days
Vip3Aa20	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	62.33	ng/cm2		10.1002/ps.4223		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa20	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	156.496	ng/cm2		10.1371/journal.pone.0154492		Larvae	1st Instar	Purified protein	Surface contamination	
Vip3Aa20	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108			51.5% at 200ng/ml	10.1093/jisesa/iex003		Larvae	1st instar	Purified protein	diet incorporation	
Vip3Aa29	No	No	Diptera	Chironomus tepperi	No	113505	"NA	 not toxic"	NA not toxic		10.1007/s00284-011-0070-7		Not specified	Not specified	Cell lysate	Addition to water	Expressed proteins were solubilized with 0.05 M Na2CO3 (pH 10.5) and 10 mM dithiothreitol.
Vip3Aa29	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	36.6	µg/ml		10.1007/s00284-011-0070-7		Not specified	Not specified	Cell lysate	Diet incorporation	insoluble toxin mixture containing tested protein inclusions 
